location,xsize,ysize,pixels_slum,proportion_slums,NM_MUNICIP,CD_UF,SG_UF,Name_UF,startDate,entityId,displayId,cloudCover,spatialBounds,spatialCoverage,RME_DS,RME_CD,RME_NM,metropolitan,left_half_slums,left_half_slum_discounting_border,right_half_slums,right_half_slum_discounting_border,proportion_slums_left,proportion_slums_right
3147907,74,47,239,0.0687176538240368,PASSOS,31,MG,Minas Gerais,2010-08-24 00:00:00,LT52190742010236CUB00,LT05_L2SP_219074_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-46.89205, -21.14987], [-46.89205, -19.30752], [-44.77284, -19.30752], [-44.77284, -21.14987], [-46.89205, -21.14987]]]}","{'type': 'Polygon', 'coordinates': [[[-46.89205, -20.89417], [-45.13345, -21.14987], [-44.77284, -19.56071], [-46.5142, -19.30752], [-46.89205, -20.89417]]]}",,,,0.0,0,0,239,0,0.0,0.13457207207207209
3154606,266,594,2773,0.0175501886028201,RIBEIRÃO DAS NEVES,31,MG,Minas Gerais,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}",Ribeirão das Neves,8.0,Belo Horizonte,1.0,1766,736,1007,317,0.022353864459127615,0.012746512746512747
3156700,219,338,3006,0.0406095485126043,SABARÁ,31,MG,Minas Gerais,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}",Sabará,8.0,Belo Horizonte,1.0,2438,653,568,159,0.06587230823268758,0.015346788792521143
3157807,321,416,11667,0.0873696980589504,SANTA LUZIA,31,MG,Minas Gerais,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}",Santa Luzia,8.0,Belo Horizonte,1.0,11543,8036,124,0,0.17288221902707884,0.0018571770908219507
3162955,87,59,77,0.0150009740892265,SÃO JOSÉ DA LAPA,31,MG,Minas Gerais,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}",São José da Lapa,8.0,Belo Horizonte,1.0,77,0,0,0,0.030519223147047168,0.0
3168705,325,475,17016,0.1102251012145749,TIMÓTEO,31,MG,Minas Gerais,2010-08-26 00:00:00,LT52170742010238CUB00,LT05_L2SP_217074_20100826_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-43.80201, -21.14653], [-43.80201, -19.30418], [-41.68284, -19.30418], [-41.68284, -21.14653], [-43.80201, -21.14653]]]}","{'type': 'Polygon', 'coordinates': [[[-43.80201, -20.89083], [-42.04345, -21.14653], [-41.68284, -19.55736], [-43.42417, -19.30418], [-43.80201, -20.89083]]]}",Timóteo,39.0,Vale do Aço,1.0,12015,9976,5001,1019,0.15598831548198636,0.06465416936005171
3300209,730,444,7384,0.0227816857953844,ARARUAMA,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,3001,1989,4383,3631,0.018517832901394544,0.027045538689374305
3300233,63,280,124,0.0070294784580498,ARMAÇÃO DOS BÚZIOS,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,124,0,0,0,0.014058956916099773,0.0
3300258,28,48,482,0.3586309523809524,ARRAIAL DO CABO,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,173,0,309,0,0.25744047619047616,0.45982142857142855
3301009,699,525,2765,0.0075345731998092,CAMPOS DOS GOYTACAZES,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160752010247CUB00,LT05_L2SP_216075_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.58671], [-42.61461, -20.74255], [-40.47403, -20.74255], [-40.47403, -22.58671], [-42.61461, -22.58671]]]}","{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.32852], [-40.83888, -22.58671], [-40.47403, -20.99801], [-42.23101, -20.74255], [-42.61461, -22.32852]]]}",,,,0.0,1660,1404,1105,800,0.009064202950780286,0.006010759531541529
3301306,378,745,877,0.003114236000142,CASIMIRO DE ABREU,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,0,0,877,0,0.0,0.0062201228421067565
3302403,312,171,8799,0.164923526765632,MACAÉ,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160752010247CUB00,LT05_L2SP_216075_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.58671], [-42.61461, -20.74255], [-40.47403, -20.74255], [-40.47403, -22.58671], [-42.61461, -22.58671]]]}","{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.32852], [-40.83888, -22.58671], [-40.47403, -20.99801], [-42.23101, -20.74255], [-42.61461, -22.32852]]]}",,,,0.0,5993,2843,2806,789,0.22598039215686275,0.10457662492546213
3303401,21,24,20,0.0396825396825396,NOVA FRIBURGO,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160752010247CUB00,LT05_L2SP_216075_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.58671], [-42.61461, -20.74255], [-40.47403, -20.74255], [-40.47403, -22.58671], [-42.61461, -22.58671]]]}","{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.32852], [-40.83888, -22.58671], [-40.47403, -20.99801], [-42.23101, -20.74255], [-42.61461, -22.32852]]]}",,,,0.0,0,0,20,0,0.0,0.07936507936507936
3303955,103,108,207,0.0186084142394822,PINHEIRAL,33,RJ,Rio de Janeiro,2010-09-02 00:00:00,LT52180752010245CUB00,LT05_L2SP_218075_20100902_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.70264, -22.58821], [-45.70264, -20.74405], [-43.56204, -20.74405], [-43.56204, -22.58821], [-45.70264, -22.58821]]]}","{'type': 'Polygon', 'coordinates': [[[-45.70264, -22.33002], [-43.92689, -22.58821], [-43.56204, -20.99951], [-45.31903, -20.74405], [-45.70264, -22.33002]]]}",,,,0.0,207,0,0,0,0.0372168284789644,0.0
3304300,75,375,250,0.0088888888888888,RIO BONITO,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,119,0,131,0,0.008484848484848486,0.00929078014184397
3304524,186,118,1019,0.0464279205394569,RIO DAS OSTRAS,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,261,0,758,0,0.023783488244942592,0.0690723528339712
3305208,123,452,829,0.0149111446866681,SÃO PEDRO DA ALDEIA,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,71,0,758,34,0.002554140585653644,0.027268148787682567
3305604,83,37,1120,0.3647020514490394,SILVA JARDIM,33,RJ,Rio de Janeiro,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}",,,,0.0,289,0,831,0,0.1934404283801874,0.5269499048826887
3305802,1191,922,9438,0.008594829988471,TERESÓPOLIS,33,RJ,Rio de Janeiro,2010-08-26 00:00:00,LT52170752010238CUB00,LT05_L2SP_217075_20100826_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-44.14845, -22.58338], [-44.14845, -20.73922], [-42.00792, -20.73922], [-42.00792, -22.58338], [-44.14845, -22.58338]]]}","{'type': 'Polygon', 'coordinates': [[[-44.14845, -22.3252], [-42.37276, -22.58338], [-42.00792, -20.99468], [-43.76486, -20.73922], [-44.14845, -22.3252]]]}",,,,0.0,8488,6780,950,231,0.015459401767777492,0.0017302582091645402
3306107,75,1254,14,0.0001488569909622,VALENÇA,33,RJ,Rio de Janeiro,2010-08-26 00:00:00,LT52170752010238CUB00,LT05_L2SP_217075_20100826_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-44.14845, -22.58338], [-44.14845, -20.73922], [-42.00792, -20.73922], [-42.00792, -22.58338], [-44.14845, -22.58338]]]}","{'type': 'Polygon', 'coordinates': [[[-44.14845, -22.3252], [-42.37276, -22.58338], [-42.00792, -20.99468], [-43.76486, -20.73922], [-44.14845, -22.3252]]]}",,,,0.0,14,0,0,0,0.00029771398192450824,0.0
3306305,275,385,5885,0.0555844155844155,VOLTA REDONDA,33,RJ,Rio de Janeiro,2010-09-02 00:00:00,LT52180752010245CUB00,LT05_L2SP_218075_20100902_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.70264, -22.58821], [-45.70264, -20.74405], [-43.56204, -20.74405], [-43.56204, -22.58821], [-45.70264, -22.58821]]]}","{'type': 'Polygon', 'coordinates': [[[-45.70264, -22.33002], [-43.92689, -22.58821], [-43.56204, -20.99951], [-45.31903, -20.74405], [-45.70264, -22.33002]]]}",,,,0.0,2786,1898,3099,2374,0.052765151515151515,0.05838907206782854
3504107,27,106,120,0.0419287211740041,ATIBAIA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",,,,0.0,120,0,0,0,0.08385744234800839,0.0
3505708,258,305,914,0.0116151988816876,BARUERI,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Barueri,36.0,São Paulo,1.0,163,0,751,163,0.0041564667482660135,0.01902518113188428
3506003,317,363,897,0.0077951873191334,BAURU,35,SP,São Paulo,2010-10-09 00:00:00,LT52210752010282COA00,LT05_L2SP_221075_20101009_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.35831, -22.58292], [-50.35831, -20.73877], [-48.21779, -20.73877], [-48.21779, -22.58292], [-50.35831, -22.58292]]]}","{'type': 'Polygon', 'coordinates': [[[-50.35831, -22.32474], [-48.58263, -22.58292], [-48.21779, -20.99422], [-49.97472, -20.73877], [-50.35831, -22.32474]]]}",,,,0.0,302,100,595,63,0.005263433082942643,0.01031303081776268
3506359,497,1142,15602,0.0274889265540704,BERTIOGA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Bertioga,6.0,Baixada Santista,1.0,15535,13525,67,0,0.054741760545761436,0.00023609256237953113
3508504,103,101,557,0.0535422474286263,CAÇAPAVA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",,,,0.0,474,0,83,0,0.09203883495145632,0.015800494955263658
3509007,188,94,83,0.0046966953372566,CAIEIRAS,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Caieiras,36.0,São Paulo,1.0,30,0,53,0,0.0033952014486192846,0.00599818922589407
3509205,239,135,208,0.0064466139779947,CAJAMAR,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Cajamar,36.0,São Paulo,1.0,124,22,84,0,0.007743708237057391,0.005168594634506522
3509502,809,614,16685,0.0335899469727777,CAMPINAS,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Campinas,10.0,Campinas,1.0,11889,10116,4796,4363,0.047869449153054196,0.0193104447925013
3510401,94,139,480,0.0367365681922547,CAPIVARI,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",,,,0.0,371,8,109,0,0.05720012334258403,0.01656534954407295
3512803,44,15,49,0.0742424242424242,COSMÓPOLIS,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",Cosmópolis,10.0,Campinas,1.0,24,0,25,0,0.07792207792207792,0.07102272727272728
3513009,80,381,60,0.0019685039370078,COTIA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Cotia,36.0,São Paulo,1.0,36,6,24,0,0.002368421052631579,0.0015706806282722514
3515004,222,250,2188,0.0394234234234234,EMBU,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Embu,36.0,São Paulo,1.0,374,81,1814,464,0.013477477477477478,0.06536936936936937
3515707,171,143,1116,0.0456385719543614,FERRAZ DE VASCONCELOS,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Ferraz de Vasconcelos,36.0,São Paulo,1.0,816,4,300,28,0.0672102792191747,0.024366471734892786
3516309,108,234,627,0.0248100664767331,FRANCISCO MORATO,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Francisco Morato,36.0,São Paulo,1.0,334,164,293,41,0.02643241532130421,0.023187717632162076
3516408,109,195,1180,0.0555163490943307,FRANCO DA ROCHA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Franco da Rocha,36.0,São Paulo,1.0,183,24,997,11,0.01730823796462688,0.09333458153903763
3519071,156,179,276,0.0098839707778255,HORTOLÂNDIA,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",Hortolândia,10.0,Campinas,1.0,52,0,224,0,0.003745318352059925,0.015954415954415956
3519501,23,47,35,0.032377428307123,IBIRAREMA,35,SP,São Paulo,2010-08-22 00:00:00,LT52210762010234CUB00,LT05_L2SP_221076_20100822_20200824_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.683, -24.03569], [-50.683, -22.18954], [-48.51896, -22.18954], [-48.51896, -24.03569], [-50.683, -24.03569]]]}","{'type': 'Polygon', 'coordinates': [[[-50.683, -23.77477], [-48.88854, -24.03569], [-48.51896, -22.44749], [-50.29308, -22.18954], [-50.683, -23.77477]]]}",,,,0.0,0,0,35,0,0.0,0.06340579710144928
