location,xsize,ysize,pixels_slum,proportion_slums,NM_MUNICIP,CD_UF,SG_UF,Name_UF,startDate,entityId,displayId,cloudCover,spatialBounds,spatialCoverage,RME_DS,RME_CD,RME_NM,metropolitan,left_half_slums,left_half_slum_discounting_border,right_half_slums,right_half_slum_discounting_border,proportion_slums_left,proportion_slums_right
3522208,174,254,364,0.0082360394605846,ITAPECERICA DA SERRA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Itapecerica da Serra,36.0,São Paulo,1.0,41,0,323,0,0.0018553715268350077,0.014616707394334329
3522505,94,112,105,0.0099734042553191,ITAPEVI,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Itapevi,36.0,São Paulo,1.0,81,0,24,0,0.015387537993920973,0.004559270516717325
3523909,444,102,193,0.0042616145557322,ITU,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",,,,0.0,129,0,64,0,0.005696873343932167,0.0028263557675322383
3524402,471,505,4466,0.0187761451304366,JACAREÍ,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",,,,0.0,438,260,4028,1648,0.0036902234354463655,0.0338024386764348
3525003,61,50,65,0.021311475409836,JANDIRA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Jandira,36.0,São Paulo,1.0,40,0,25,0,0.02622950819672131,0.01639344262295082
3525904,402,592,1241,0.0052146362780691,JUNDIAÍ,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",,,,0.0,559,191,682,115,0.004697794809735108,0.0057314777464031194
3526407,46,54,326,0.1312399355877616,LARANJAL PAULISTA,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",,,,0.0,311,0,15,0,0.250402576489533,0.012077294685990338
3529005,421,224,875,0.0092785035629453,MARÍLIA,35,SP,São Paulo,2010-10-09 00:00:00,LT52210752010282COA00,LT05_L2SP_221075_20101009_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.35831, -22.58292], [-50.35831, -20.73877], [-48.21779, -20.73877], [-48.21779, -22.58292], [-50.35831, -22.58292]]]}","{'type': 'Polygon', 'coordinates': [[[-50.35831, -22.32474], [-48.58263, -22.58292], [-48.21779, -20.99422], [-49.97472, -20.73877], [-50.35831, -22.32474]]]}",,,,0.0,342,63,533,127,0.007253138785205293,0.011303868340685443
3529203,16,39,63,0.1009615384615384,MARTINÓPOLIS,35,SP,São Paulo,2010-09-30 00:00:00,LT52220752010273CUB00,LT05_L2SP_222075_20100930_20200823_02_T2,0,"{'type': 'Polygon', 'coordinates': [[[-51.8996, -22.57975], [-51.8996, -20.7356], [-49.75913, -20.7356], [-49.75913, -22.57975], [-51.8996, -22.57975]]]}","{'type': 'Polygon', 'coordinates': [[[-51.8996, -22.32157], [-50.12396, -22.57975], [-49.75913, -20.99105], [-51.51603, -20.7356], [-51.8996, -22.32157]]]}",,,,0.0,0,0,63,0,0.0,0.196875
3534609,26,46,30,0.0250836120401337,OSVALDO CRUZ,35,SP,São Paulo,2010-09-30 00:00:00,LT52220752010273CUB00,LT05_L2SP_222075_20100930_20200823_02_T2,0,"{'type': 'Polygon', 'coordinates': [[[-51.8996, -22.57975], [-51.8996, -20.7356], [-49.75913, -20.7356], [-49.75913, -22.57975], [-51.8996, -22.57975]]]}","{'type': 'Polygon', 'coordinates': [[[-51.8996, -22.32157], [-50.12396, -22.57975], [-49.75913, -20.99105], [-51.51603, -20.7356], [-51.8996, -22.32157]]]}",,,,0.0,30,0,0,0,0.05016722408026756,0.0
3536505,80,145,109,0.0093965517241379,PAULÍNIA,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",Paulínia,10.0,Campinas,1.0,109,0,0,0,0.01892361111111111,0.0
3538709,366,199,1020,0.0140044484718675,PIRACICABA,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",,,,0.0,197,22,823,166,0.005436882486062814,0.02248633879781421
3540705,49,91,178,0.0399192644090603,PORTO FERREIRA,35,SP,São Paulo,2010-11-19 00:00:00,LT52200752010323CUB00,LT05_L2SP_220075_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-48.80053, -22.58084], [-48.80053, -20.73669], [-46.66004, -20.73669], [-46.66004, -22.58084], [-48.80053, -22.58084]]]}","{'type': 'Polygon', 'coordinates': [[[-48.80053, -22.32266], [-47.02487, -22.58084], [-46.66004, -20.99214], [-48.41695, -20.73669], [-48.80053, -22.32266]]]}",,,,0.0,178,0,0,0,0.08072562358276644,0.0
3541307,40,97,155,0.0399484536082474,PRESIDENTE EPITÁCIO,35,SP,São Paulo,2010-11-08 00:00:00,LT52230752010312CUB00,LT05_L2SP_223075_20101108_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-53.4468, -22.57839], [-53.4468, -20.73424], [-51.30635, -20.73424], [-51.30635, -22.57839], [-53.4468, -22.57839]]]}","{'type': 'Polygon', 'coordinates': [[[-53.4468, -22.32021], [-51.67118, -22.57839], [-51.30635, -20.98969], [-53.06324, -20.73424], [-53.4468, -22.32021]]]}",,,,0.0,13,0,142,0,0.0067708333333333336,0.07244897959183673
3543303,113,149,834,0.0495337649224921,RIBEIRÃO PIRES,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Ribeirão Pires,36.0,São Paulo,1.0,151,1,683,0,0.018057880889739298,0.08058997050147493
3543402,439,426,1164,0.0062241329526131,RIBEIRÃO PRETO,35,SP,São Paulo,2010-11-19 00:00:00,LT52200752010323CUB00,LT05_L2SP_220075_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-48.80053, -22.58084], [-48.80053, -20.73669], [-46.66004, -20.73669], [-46.66004, -22.58084], [-48.80053, -22.58084]]]}","{'type': 'Polygon', 'coordinates': [[[-48.80053, -22.32266], [-47.02487, -22.58084], [-46.66004, -20.99214], [-48.41695, -20.73669], [-48.80053, -22.32266]]]}",,,,0.0,186,138,978,604,0.0019891558920722514,0.010459110013154095
3545803,97,116,85,0.0075542125844294,SANTA BÁRBARA D'OESTE,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",Santa Bárbara D'oeste,10.0,Campinas,1.0,0,0,85,0,0.0,0.01510842516885887
3547304,172,80,498,0.0361918604651162,SANTANA DE PARNAÍBA,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Santana de Parnaíba,36.0,São Paulo,1.0,0,0,498,0,0.0,0.07238372093023256
3547809,446,267,11485,0.0964461463529332,SANTO ANDRÉ,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Santo André,36.0,São Paulo,1.0,4281,1105,7204,3382,0.07217033615428706,0.12054079378890302
3548708,445,397,11268,0.0637817337899414,SÃO BERNARDO DO CAMPO,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",São Bernardo do Campo,36.0,São Paulo,1.0,3957,2287,7311,3776,0.044909771876064014,0.0825588617243521
3549904,453,111,1905,0.0378855676868921,SÃO JOSÉ DOS CAMPOS,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",,,,0.0,1821,0,84,0,0.07308850090307044,0.0033112582781456954
3550308,1761,1521,85490,0.0319173441962067,SÃO PAULO,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",São Paulo,36.0,São Paulo,1.0,39076,36016,46414,42551,0.029196927583012046,0.03463418601753125
3551900,6,35,10,0.0476190476190476,SEVERÍNIA,35,SP,São Paulo,2010-09-23 00:00:00,LT52210742010266CUB00,LT05_L2SP_221074_20100923_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.00557, -21.14635], [-50.00557, -19.304], [-47.88641, -19.304], [-47.88641, -21.14635], [-50.00557, -21.14635]]]}","{'type': 'Polygon', 'coordinates': [[[-50.00557, -20.89065], [-48.24701, -21.14635], [-47.88641, -19.55718], [-49.62773, -19.304], [-50.00557, -20.89065]]]}",,,,0.0,10,0,0,0,0.09803921568627451,0.0
3552403,165,444,864,0.0117936117936117,SUMARÉ,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",Sumaré,10.0,Campinas,1.0,224,6,640,366,0.006115206115206115,0.017472017472017473
3552502,627,152,3276,0.0343742130445731,SUZANO,35,SP,São Paulo,2010-08-24 00:00:00,LT52190762010236CUB00,LT05_L2SP_219076_20100824_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-47.59278, -24.03146], [-47.59278, -22.18532], [-45.4288, -22.18532], [-45.4288, -24.03146], [-47.59278, -24.03146]]]}","{'type': 'Polygon', 'coordinates': [[[-47.59278, -23.77055], [-45.79837, -24.03146], [-45.4288, -22.44327], [-47.20287, -22.18532], [-47.59278, -23.77055]]]}",Suzano,36.0,São Paulo,1.0,1588,35,1688,459,0.03332493914211366,0.03542348694703265
3552700,19,41,15,0.0192554557124518,TABATINGA,35,SP,São Paulo,2010-10-09 00:00:00,LT52210752010282COA00,LT05_L2SP_221075_20101009_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.35831, -22.58292], [-50.35831, -20.73877], [-48.21779, -20.73877], [-48.21779, -22.58292], [-50.35831, -22.58292]]]}","{'type': 'Polygon', 'coordinates': [[[-50.35831, -22.32474], [-48.58263, -22.58292], [-48.21779, -20.99422], [-49.97472, -20.73877], [-50.35831, -22.32474]]]}",,,,0.0,15,0,0,0,0.039473684210526314,0.0
3553401,61,62,208,0.0549973558963511,TANABI,35,SP,São Paulo,2010-09-23 00:00:00,LT52210742010266CUB00,LT05_L2SP_221074_20100923_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.00557, -21.14635], [-50.00557, -19.304], [-47.88641, -19.304], [-47.88641, -21.14635], [-50.00557, -21.14635]]]}","{'type': 'Polygon', 'coordinates': [[[-50.00557, -20.89065], [-48.24701, -21.14635], [-47.88641, -19.55718], [-49.62773, -19.304], [-50.00557, -20.89065]]]}",,,,0.0,0,0,208,0,0.0,0.10999471179270227
3557006,146,245,228,0.0063740564719038,VOTORANTIM,35,SP,São Paulo,2010-11-19 00:00:00,LT52200762010323CUB00,LT05_L2SP_220076_20101119_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-49.15754, -24.03346], [-49.15754, -22.18732], [-46.99353, -22.18732], [-46.99353, -24.03346], [-49.15754, -24.03346]]]}","{'type': 'Polygon', 'coordinates': [[[-49.15754, -23.77255], [-47.36311, -24.03346], [-46.99353, -22.44527], [-48.76763, -22.18732], [-49.15754, -23.77255]]]}",,,,0.0,82,0,146,45,0.004603637996856052,0.008130081300813009
3557105,74,8,23,0.0388513513513513,VOTUPORANGA,35,SP,São Paulo,2010-08-29 00:00:00,LT52220742010241CUB01,LT05_L2SP_222074_20100829_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-51.53131, -21.15001], [-51.53131, -19.30766], [-49.4121, -19.30766], [-49.4121, -21.15001], [-51.53131, -21.15001]]]}","{'type': 'Polygon', 'coordinates': [[[-51.53131, -20.89431], [-49.77271, -21.15001], [-49.4121, -19.56085], [-51.15346, -19.30766], [-51.53131, -20.89431]]]}",,,,0.0,13,0,10,0,0.04391891891891892,0.033783783783783786
4112702,24,23,25,0.0452898550724637,JATAIZINHO,41,PR,Paraná,2010-08-29 00:00:00,LT52220762010241CUB01,LT05_L2SP_222076_20100829_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-52.2319, -24.03158], [-52.2319, -22.18544], [-50.06792, -22.18544], [-50.06792, -24.03158], [-52.2319, -24.03158]]]}","{'type': 'Polygon', 'coordinates': [[[-52.2319, -23.77067], [-50.43749, -24.03158], [-50.06792, -22.44339], [-51.84199, -22.18544], [-52.2319, -23.77067]]]}",Jataizinho,21.0,Londrina,1.0,0,0,25,0,0.0,0.08680555555555555
4128104,56,15,34,0.0404761904761904,UMUARAMA,41,PR,Paraná,2010-11-08 00:00:00,LT52230762010312CUB00,LT05_L2SP_223076_20101108_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-53.80373, -24.03058], [-53.80373, -22.18444], [-51.63977, -22.18444], [-51.63977, -24.03058], [-53.80373, -24.03058]]]}","{'type': 'Polygon', 'coordinates': [[[-53.80373, -23.76968], [-52.00934, -24.03058], [-51.63977, -22.44239], [-53.41383, -22.18444], [-53.80373, -23.76968]]]}",,,,0.0,14,0,20,0,0.03571428571428571,0.044642857142857144
4217907,12,49,121,0.20578231292517,TANGARÁ,42,SC,Santa Catarina,2010-11-01 00:00:00,LT52220792010305CUB00,LT05_L2SP_222079_20101101_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-53.376, -28.35073], [-53.376, -26.4976], [-51.12963, -26.4976], [-51.12963, -28.35073], [-53.376, -28.35073]]]}","{'type': 'Polygon', 'coordinates': [[[-53.376, -28.08029], [-51.51639, -28.35073], [-51.12963, -26.7643], [-52.96372, -26.4976], [-53.376, -28.08029]]]}",,,,0.0,121,0,0,0,0.4201388888888889,0.0
5002704,522,308,3439,0.0213900084589739,CAMPO GRANDE,50,MS,Mato Grosso do Sul,2010-10-21 00:00:00,LT52250742010294CUB00,LT05_L2SP_225074_20101021_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-56.19268, -21.14303], [-56.19268, -19.30069], [-54.07357, -19.30069], [-54.07357, -21.14303], [-56.19268, -21.14303]]]}","{'type': 'Polygon', 'coordinates': [[[-56.19268, -20.88735], [-54.43416, -21.14303], [-54.07357, -19.55387], [-55.81485, -19.30069], [-56.19268, -20.88735]]]}",,,,0.0,221,0,3218,2572,0.0027491665422699906,0.04003085037567796
5103403,480,369,18185,0.1026705058717253,CUIABÁ,51,MT,Mato Grosso,2010-09-26 00:00:00,LT52260712010269CUB01,LT05_L2SP_226071_20100926_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-56.71616, -16.80627], [-56.71616, -14.96849], [-54.65091, -14.96849], [-54.65091, -16.80627], [-56.71616, -16.80627]]]}","{'type': 'Polygon', 'coordinates': [[[-56.71616, -16.55691], [-55.00119, -16.80627], [-54.65091, -15.21596], [-56.35286, -14.96849], [-56.71616, -16.55691]]]}",Cuiabá,41.0,Vale do Rio Cuiabá,1.0,7736,2479,10449,7600,0.08759057971014493,0.11766891891891892
5108402,132,275,1239,0.0341322314049586,VÁRZEA GRANDE,51,MT,Mato Grosso,2010-09-26 00:00:00,LT52260712010269CUB01,LT05_L2SP_226071_20100926_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-56.71616, -16.80627], [-56.71616, -14.96849], [-54.65091, -14.96849], [-54.65091, -16.80627], [-56.71616, -16.80627]]]}","{'type': 'Polygon', 'coordinates': [[[-56.71616, -16.55691], [-55.00119, -16.80627], [-54.65091, -15.21596], [-56.35286, -14.96849], [-56.71616, -16.55691]]]}",Várzea Grande,41.0,Vale do Rio Cuiabá,1.0,630,121,609,0,0.03483742534837425,0.033432147562582344
5201108,99,103,603,0.0591350397175639,ANÁPOLIS,52,GO,Goiás,2010-08-29 00:00:00,LT52220712010241CUB01,LT05_L2SP_222071_20100829_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.51743, -16.81858], [-50.51743, -14.9808], [-48.45204, -14.9808], [-48.45204, -16.81858], [-50.51743, -16.81858]]]}","{'type': 'Polygon', 'coordinates': [[[-50.51743, -16.56921], [-48.80235, -16.81858], [-48.45204, -15.22828], [-50.15409, -14.9808], [-50.51743, -16.56921]]]}",,,,0.0,603,0,0,0,0.11942959001782531,0.0
5208707,465,211,904,0.0092136778270396,GOIÂNIA,52,GO,Goiás,2010-08-29 00:00:00,LT52220712010241CUB01,LT05_L2SP_222071_20100829_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-50.51743, -16.81858], [-50.51743, -14.9808], [-48.45204, -14.9808], [-48.45204, -16.81858], [-50.51743, -16.81858]]]}","{'type': 'Polygon', 'coordinates': [[[-50.51743, -16.56921], [-48.80235, -16.81858], [-48.45204, -15.22828], [-50.15409, -14.9808], [-50.51743, -16.56921]]]}",Goiânia,18.0,Goiânia,1.0,585,79,319,88,0.011981566820276499,0.006471900994116453
5215231,77,27,209,0.1005291005291005,NOVO GAMA,52,GO,Goiás,2010-09-23 00:00:00,LT52210712010266CUB00,LT05_L2SP_221071_20100923_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-48.99028, -16.80841], [-48.99028, -14.97063], [-46.925, -14.97063], [-46.925, -16.80841], [-48.99028, -16.80841]]]}","{'type': 'Polygon', 'coordinates': [[[-48.99028, -16.55905], [-47.27528, -16.80841], [-46.925, -15.2181], [-48.62696, -14.97063], [-48.99028, -16.55905]]]}",Novo Gama,30.0,RIDE Distrito Federal e Entorno,1.0,97,0,112,0,0.0969030969030969,0.1038961038961039
5221858,74,146,375,0.0347093669011477,VALPARAÍSO DE GOIÁS,52,GO,Goiás,2010-09-23 00:00:00,LT52210712010266CUB00,LT05_L2SP_221071_20100923_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-48.99028, -16.80841], [-48.99028, -14.97063], [-46.925, -14.97063], [-46.925, -16.80841], [-48.99028, -16.80841]]]}","{'type': 'Polygon', 'coordinates': [[[-48.99028, -16.55905], [-47.27528, -16.80841], [-46.925, -15.2181], [-48.62696, -14.97063], [-48.99028, -16.55905]]]}",Valparaíso de Goiás,30.0,RIDE Distrito Federal e Entorno,1.0,375,0,0,0,0.06941873380229545,0.0
5300108,1801,1980,38980,0.0109310764502324,BRASÍLIA,53,DF,Distrito Federal,2010-09-23 00:00:00,LT52210712010266CUB00,LT05_L2SP_221071_20100923_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-48.99028, -16.80841], [-48.99028, -14.97063], [-46.925, -14.97063], [-46.925, -16.80841], [-48.99028, -16.80841]]]}","{'type': 'Polygon', 'coordinates': [[[-48.99028, -16.55905], [-47.27528, -16.80841], [-46.925, -15.2181], [-48.62696, -14.97063], [-48.99028, -16.55905]]]}",Brasília,30.0,RIDE Distrito Federal e Entorno,1.0,18006,17215,20974,19988,0.010098766678444636,0.011763386222020314
